business_time,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_utilization_amount,drv_income_pm_avg_t3m,drv_profit_margin_rate,drv_asset_liability_rate,drv_loan_util_rate,drv_inflow_outflow_rate_t3m,drv_tran_vol_std_t12m,drv_inflow_std_t6m,drv_trans_vol_prop_t1t3,business_industry_manufacturing,business_industry_retail,business_industry_services,business_structure_company,business_location_urban
7,3,4,0,0,1,0,15,291080,50082,1261020,438572,37038,60621,1047,59052,57342,567,8,69096,0,0,0,6517,0,0.12,2051,570.0,0.17205579222206954,2.8752861559789498,0.3147153598281418,1.0298210735586482,971.1503021180888,381.3607148486655,0.6109763943188005,False,False,False,True,True
8,3,4,0,0,1,1,13,1038048,307134,7262921,3030280,126391,754304,2394,236478,194413,941,1,31915,0,0,0,21703,0,0.12,12732,14021.666666666666,0.29587649126051974,2.3967821455443064,0.5866470073261761,1.216369275717159,49.51457595802322,346.37394390553766,0.16755976370269812,True,False,False,False,False
14,1,3,1,1,0,1,11,44158,12059,409588,54732,6763,23075,0,12498,11158,514,6,67320,0,0,0,13791,0,0.12,4260,446.6666666666667,0.27308754925494816,7.483519695973105,0.30889710680878835,1.1200932066678617,911.8115927011648,720.437476795659,0.29308775731310943,False,True,False,True,True
11,7,4,0,0,1,1,10,317682,81689,2508522,1041516,22814,78044,2523,87585,102656,621,2,160570,0,1,0,48240,0,0.11,28542,-5023.666666666667,0.25714078858732947,2.408529489705391,0.5916666666666667,0.853189292394015,179.19417554318707,708.2337179035247,0.29232227973963404,True,False,False,True,False
9,6,3,0,1,1,0,17,275546,51544,2075887,963533,42075,193148,1520,76825,91456,571,4,387516,0,0,2,2892,0,0.17,183,-4877.0,0.18706132551370733,2.1544534541110685,0.06327800829875518,0.8400214310706788,789.4643646100592,94.23990320451526,0.21783813448754324,True,False,False,False,False
17,4,3,1,0,1,0,5,53288,12683,231121,85864,7419,18572,466,12695,11554,520,8,320616,0,0,0,15564,0,0.15,4496,380.3333333333333,0.23800855727368264,2.691710146277835,0.28887175533281934,1.098753678379782,424.13848172410883,443.41015167460426,0.3994723239284945,True,False,False,False,False
2,2,1,0,1,1,0,18,1191255,297654,4822717,2362151,162878,231243,0,294792,311736,951,1,57820,0,0,2,49220,0,0.17,8778,-5648.0,0.24986589772970522,2.0416632975622644,0.17834213734254367,0.9456463161136346,681.5036084278173,510.46177380487813,0.7043586184230441,False,False,True,False,True
5,8,4,1,1,1,0,14,51632,11667,488525,128210,4994,7415,0,14028,12670,516,1,71904,1,0,0,35183,0,0.19,5952,452.6666666666667,0.22596451812829252,3.8103502066921457,0.16917261177273116,1.107182320441989,671.305093647256,528.039797156963,0.6734996628455833,True,False,False,False,False
2,4,1,0,0,1,0,4,52384,6568,299761,130320,5981,11590,448,13496,13323,510,2,136084,0,2,2,45411,1,0.1,31220,57.666666666666664,0.12538179596823457,2.3001918354818907,0.6874986236814868,1.0129850634241537,843.9875120997142,910.6327268859471,0.5160483175150993,False,False,False,False,False
10,1,5,0,0,1,0,6,47402,6996,101688,27585,3402,7678,0,13223,11984,509,3,145989,0,1,0,48317,0,0.17,1181,413.0,0.14758870933715876,3.6863512778684067,0.02444274271995364,1.1033878504672898,399.4275945945871,555.8963818128038,0.4430841364938786,False,False,True,False,False
7,7,1,0,0,0,0,3,1132181,339387,9233476,4395020,181449,691995,5011,282488,324445,1000,9,526689,0,0,0,46201,0,0.19,5775,-13985.666666666666,0.29976390700780176,2.1008951040040773,0.12499729443085647,0.8706807008892108,352.72863444753244,723.7177672137354,0.2622114321635272,True,False,False,False,False
4,4,3,1,1,1,0,10,243745,21320,786348,263159,38621,229759,1220,58704,56702,525,1,31376,0,1,0,40895,1,0.15,13495,667.3333333333334,0.08746846089150546,2.9881098499386303,0.3299914414965155,1.035307396564495,233.52555412032473,688.4328941880951,0.1680935240839314,True,False,False,False,False
13,6,1,2,0,1,0,18,40803,7118,187244,55753,4483,21231,320,9770,10002,508,2,181158,0,0,0,29253,2,0.11,27498,-77.33333333333333,0.17444795725804474,3.358456047208222,0.9400061532150549,0.9768046390721855,590.7358879809659,762.4303263116306,0.2111535019546889,False,True,False,True,False
10,8,2,0,1,1,1,4,337119,84025,1708829,258944,40783,66420,1579,73062,86578,609,8,106248,0,2,0,36145,0,0.12,12480,-4505.333333333333,0.24924433212011188,6.599222225654968,0.3452759717803292,0.8438864376631476,437.0615116875126,580.1459761973435,0.6140168623908462,True,False,False,False,False
16,4,4,0,0,1,0,18,42246,2662,415694,77252,2316,7270,0,9019,10091,504,5,229930,0,1,0,38389,2,0.14,1728,-357.3333333333333,0.06301188278180182,5.381012789312898,0.04501289431868504,0.893766722822317,217.5496068555305,941.9456179682046,0.3185694635488308,False,False,False,False,True
9,2,5,1,0,0,0,13,54244,5728,142638,64666,8245,11649,222,13784,12875,508,6,382602,0,0,0,16695,1,0.14,3228,303.0,0.10559693237961802,2.2057650078866793,0.19335130278526505,1.0706019417475727,328.3868624627163,61.657206940806894,0.7077860760580307,False,False,False,False,True
14,7,2,0,1,1,1,10,54437,8901,263373,78123,5006,10393,138,14943,13233,510,2,194662,0,0,1,31891,0,0.19,1515,570.0,0.16351011260723405,3.3712607042740292,0.04750556583362077,1.129222398549082,37.64532176532276,222.2427607941766,0.481670355046666,False,False,False,False,False
2,1,2,0,0,1,1,16,346326,60646,896323,267805,47625,82897,0,100698,94677,576,1,61420,0,0,1,41930,0,0.18,11164,2007.0,0.17511246628898783,3.346924067885215,0.2662532792749821,1.0635951709496498,587.3663158862968,438.8886908465063,0.5745081245400919,False,False,False,False,True
16,9,4,0,0,1,1,9,50832,14009,372342,129402,6380,14906,0,10933,11056,522,2,153338,0,0,0,20846,0,0.13,2588,-41.0,0.2755941139439723,2.877405295126814,0.12414851770123765,0.9888748191027497,686.1239195957987,945.2840501966242,0.4280155642023346,False,True,False,True,False
11,6,2,1,0,1,0,17,872614,198964,6152876,2762978,130148,765544,3226,207829,200640,735,2,96832,0,0,0,42973,1,0.16,8702,2396.3333333333335,0.22800917702443463,2.226900105610685,0.20249924371116748,1.0358303429027114,741.3499048089991,527.1395424478584,0.17000721055876605,False,False,False,True,False
3,6,4,0,1,1,1,8,254389,52434,1939965,819597,18275,24531,0,70625,62897,563,6,543942,0,0,0,43975,0,0.14,17480,2576.0,0.2061174028751243,2.366974256860384,0.3974985787379193,1.1228675453519246,771.6485503408037,183.6089738546327,0.7449757449757449,True,False,False,True,True
5,4,4,0,1,1,0,4,1111187,253220,8868855,2529165,122129,286532,4437,245160,229553,906,9,370953,0,0,0,35708,1,0.11,1666,5202.333333333333,0.2278824356296465,3.5066336122791513,0.046656211493222806,1.067988656214469,61.28867129494297,697.2164087677536,0.4262316250889953,True,False,False,False,False
9,2,3,0,0,0,1,6,1057812,218466,9819854,2319264,129226,774817,5552,217158,237339,825,9,297981,0,1,0,42770,0,0.17,5792,-6727.0,0.2065263014599948,4.234038901996495,0.13542202478372692,0.9149697268464095,78.39834241568333,52.475694187636314,0.1667826080222814,False,False,False,False,False
12,0,2,0,0,1,0,3,260742,45262,2193761,419497,37313,153491,0,67122,54406,557,5,130935,0,0,0,18001,2,0.17,2288,4238.666666666667,0.17358921846116085,5.229503429106764,0.1271040497750125,1.2337242215932067,95.95079396314155,714.3129846193207,0.24309568639203602,False,True,False,False,True
12,8,3,0,1,0,0,8,888851,168465,6278433,1834877,123097,658779,5918,241796,200246,765,3,72813,0,0,0,3913,0,0.17,1549,13850.0,0.18953120376756058,3.4217187310103077,0.39585995399948887,1.2074947814188548,937.9655851141534,654.0324858924242,0.18685629019747138,False,True,False,False,False
9,0,5,0,1,1,0,12,1067144,298646,3335247,385426,55723,217705,0,291299,308779,902,8,370104,0,0,0,33528,0,0.12,2123,-5826.666666666667,0.27985538971310336,8.653404285128662,0.06332020997375327,0.9433899326055204,571.6145523448923,811.5760925114644,0.25595645483567214,False,False,True,False,False
1,5,2,0,1,0,1,9,321986,54875,1887667,284636,25119,100823,2094,80625,94159,582,2,27914,0,0,0,11414,0,0.15,1065,-4511.333333333333,0.17042666451336394,6.631863151533889,0.09330646574382337,0.8562644038275683,45.07551101310858,853.5076640108003,0.2491395812463426,True,False,False,True,True
1,8,1,0,0,1,1,2,54507,13207,422505,183624,5172,28861,247,10907,12247,521,8,646400,0,0,0,1483,0,0.1,211,-446.6666666666667,0.24229915423707046,2.300924715723435,0.14227916385704653,0.8905854494978362,793.7416980748211,529.7909765952962,0.17920376979314645,False,False,True,True,True
11,2,2,0,0,1,1,10,45479,6932,153787,44249,3993,18060,536,12848,11211,511,4,243156,1,0,2,37649,0,0.19,6400,545.6666666666666,0.1524219969656325,3.4754909715473796,0.16999123482695425,1.146017304433146,905.6165239615449,670.0728075973013,0.22109634551495017,False,False,True,True,False
19,9,4,3,0,1,0,16,56801,16746,372640,65152,4535,13898,133,12974,12937,523,8,631072,0,0,1,10448,0,0.13,212,12.333333333333334,0.29481875319096496,5.719548133595285,0.020290964777947933,1.0028600139135813,84.75540134412374,308.3814968264884,0.3263059433011944,False,False,False,True,False
14,2,5,1,0,1,0,15,53150,2700,449392,120033,7673,8484,260,15081,16646,503,7,620508,0,1,0,6344,0,0.11,1152,-521.6666666666666,0.05079962370649106,3.7439037597993887,0.18158890290037832,0.9059834194401057,958.3503306236327,669.1291045885831,0.9044082979726544,False,True,False,False,True
1,1,4,0,1,1,0,9,326747,51461,1104536,389955,39810,212629,0,95922,112066,568,3,238905,0,0,0,11890,0,0.17,2147,-5381.333333333333,0.1574949425702455,2.8324704132528113,0.18057190916736754,0.8559420341584424,536.1422220474102,452.44389743397215,0.1872275183535642,False,False,True,False,False
1,3,2,2,1,0,0,13,43117,7967,204270,74798,3150,18080,470,9870,8181,510,8,252512,0,2,0,42893,0,0.13,13249,563.0,0.18477630632929007,2.730955373138319,0.3088848996339729,1.2064539787312065,263.57622943609294,393.150818697366,0.17422566371681417,False,True,False,True,True
12,2,1,1,0,1,0,15,45466,3172,428770,170818,5284,9943,538,10847,9105,504,1,8797,0,0,0,12957,0,0.17,146,580.6666666666666,0.06976641886244667,2.5100984673746325,0.011268040441460214,1.1913234486545854,459.4312073126425,696.8386515182232,0.5314291461329579,False,False,False,False,True
19,3,2,0,1,1,0,15,54973,16432,518736,143080,3154,12130,0,14541,16098,524,3,38181,0,2,1,14478,0,0.17,2808,-519.0,0.29891037418369015,3.6254962258876153,0.19394944053046,0.9032799105478941,705.4315517311444,792.0100800386998,0.2600164880461665,False,False,True,False,False
13,8,2,0,1,1,1,17,1060680,159727,8543292,1741820,45821,187695,0,303492,296089,731,8,541624,0,2,0,19470,0,0.12,19470,2467.6666666666665,0.15058924463551684,4.904807615023366,1.0,1.0250026174562379,883.0997362280447,436.8097227512715,0.24412477689869203,True,False,False,False,True
3,4,3,0,0,1,1,3,50252,3605,483717,114695,6262,22014,0,10703,10018,504,7,57652,0,0,0,23743,0,0.18,12910,228.33333333333334,0.07173843827111359,4.217420114215964,0.5437392073453229,1.0683769215412258,896.5614590590569,469.0201751284691,0.2844553465976197,True,False,False,False,True
19,8,1,0,0,1,0,13,59251,13703,424681,120841,5296,17890,0,12272,14050,518,6,122280,0,1,1,38542,0,0.17,10877,-592.6666666666666,0.23127035830618892,3.514378398060261,0.282211613304966,0.8734519572953736,706.7099643646246,723.1288974817776,0.2960313024035774,False,True,False,True,True
18,1,1,2,0,0,0,15,55717,5110,360003,39812,4087,8294,0,12783,11653,508,2,195918,0,1,0,4834,0,0.16,650,376.6666666666667,0.09171348062530287,9.042575102984024,0.13446421183285065,1.0969707371492319,83.21223536926414,145.31915358128967,0.4927658548348203,False,False,True,False,False
10,0,4,0,0,1,0,15,45002,3453,433085,159963,3465,17675,0,11687,11729,506,8,533824,0,0,0,33774,0,0.13,1163,-14.0,0.07672992311452824,2.7074073379469,0.03443477231006099,0.9964191320658198,370.8239403702075,243.15193888407228,0.19603960396039605,False,False,True,False,False
14,9,3,3,0,1,1,13,57415,5100,215091,77317,6558,35667,0,16717,13522,506,4,76088,0,0,0,28859,0,0.2,5555,1065.0,0.0888269615954019,2.7819367021482986,0.19248761218337435,1.2362816151456886,719.847469350862,299.4099053048142,0.18386744049121037,True,False,False,False,False
2,4,5,0,0,0,1,1,58526,4910,192551,90697,2449,6965,123,12652,13578,507,1,89053,0,0,0,18783,0,0.18,7513,-308.6666666666667,0.08389433755937532,2.123013991642502,0.39998935207368363,0.9318014435115628,269.91293086228364,914.1754708997348,0.35161521895190234,False,False,False,False,True
12,5,4,0,0,1,1,8,1155477,251179,6043031,2450381,98629,374807,4646,266816,260152,829,6,7032,0,1,0,34213,1,0.17,3478,2221.3333333333335,0.21738122005024765,2.4661597522997445,0.10165726478239266,1.025615793843599,554.1709689132199,690.9118553068994,0.26314609919238435,False,False,True,True,True
17,1,4,0,0,1,1,11,46717,11308,309248,37964,4472,20364,0,10252,11728,517,3,155769,0,0,0,9500,0,0.12,1999,-492.0,0.24205321403343535,8.145822358023391,0.21042105263157895,0.8741473396998636,803.0624187350157,964.1090642881699,0.21960322137104696,False,False,False,False,False
10,7,3,0,1,1,0,8,311188,48660,2313053,361499,26734,32814,0,77970,78876,565,3,139353,0,1,0,16550,0,0.17,8551,-302.0,0.15636849749990359,6.39850456017859,0.5166767371601209,0.9885136163091435,52.2178274529409,878.3040893959127,0.8147132321570062,False,True,False,False,False
16,6,1,1,2,1,1,8,45172,11710,367000,39416,6616,22417,0,12918,12393,514,6,123288,0,0,0,15626,0,0.15,7520,175.0,0.25923138227220405,9.310939719910696,0.4812492000511967,1.0423626240619706,262.77995633599926,561.7994246228951,0.29513315787125843,False,True,False,False,False
3,2,3,0,1,0,1,4,287217,79545,2434979,968822,36332,56291,0,67882,72419,601,4,33120,0,0,0,32634,0,0.13,1367,-1512.3333333333333,0.27695087686313835,2.513339911769138,0.04188882760311332,0.9373506952595313,902.2530925810053,343.5391857836142,0.6454317741734913,False,False,False,True,False
7,1,3,0,0,0,0,8,322762,41663,2337039,1072341,25191,70764,1480,88126,85125,548,9,460863,1,2,0,20678,0,0.14,1680,1000.3333333333334,0.12908272968936862,2.1793804396176215,0.08124576844955991,1.0352540381791484,255.9453166129232,453.93479624673927,0.3559860946243853,False,False,True,False,False
8,1,2,0,0,1,1,17,241916,69240,2313170,647864,16435,53525,2503,58537,65310,593,3,152829,0,0,0,32303,0,0.16,1952,-2257.6666666666665,0.28621504985201474,3.5704561451168764,0.06042782404111073,0.8962945950084213,349.1901175651542,88.20648937158116,0.3070527790751985,False,True,False,True,True
2,1,3,0,3,1,0,10,285377,81934,2591629,1231980,42537,215830,0,74273,77076,626,6,356196,1,1,0,34410,0,0.15,20503,-934.3333333333334,0.28710793091244213,2.1036291173558013,0.5958442313281023,0.963633297005553,743.1648402471728,832.1600490972626,0.1970856692767456,False,False,True,True,False
13,7,5,0,0,1,0,6,49613,11254,219371,55007,2435,9925,558,13503,12051,516,8,759936,0,2,0,2421,0,0.15,129,484.0,0.22683570838288353,3.988056065591652,0.05328376703841388,1.120487926313169,998.6800520357762,921.2362026934106,0.24534005037783374,False,True,False,False,False
18,7,4,0,0,1,1,18,287137,17959,2671278,1114859,47427,240045,1321,73390,65622,527,2,180214,0,0,0,25775,0,0.15,3866,2589.3333333333335,0.06254505688922013,2.3960680229517815,0.14999030067895247,1.1183749352351346,327.9820951600848,39.40128400541199,0.19757545460226209,False,True,False,False,False
17,4,3,0,0,0,0,13,47825,3315,450044,162216,5628,24589,113,13655,13430,505,7,439810,0,0,0,1409,0,0.15,46,75.0,0.06931521170935703,2.7743502490506486,0.032647267565649396,1.0167535368577811,666.4847076157564,2.95820893373544,0.22888283378746593,False,True,False,True,False
19,4,3,0,1,1,0,10,56370,5157,330779,45883,5789,15616,0,16771,17742,508,9,85365,0,0,0,3965,0,0.16,2126,-323.6666666666667,0.09148483235763705,7.209184229453174,0.5361916771752837,0.9452711081050614,805.6851944565409,378.7646557815215,0.3707095286885246,True,False,False,False,True
17,8,2,0,0,0,1,3,56076,15866,485542,56302,7377,40517,0,12073,10703,522,1,21375,0,0,0,23846,1,0.11,4645,456.6666666666667,0.28293744204294174,8.62388547476111,0.1947915793005116,1.1280014949079697,854.7175990128165,211.84702992588876,0.18207172298047733,True,False,False,False,True
7,9,3,0,0,1,1,11,54492,3985,508644,210261,5679,32938,150,15526,13787,507,8,276800,1,1,0,31775,0,0.14,2363,579.6666666666666,0.07313000073405271,2.4191076804542924,0.07436664044059796,1.1261333139914411,641.0294775804381,200.29650574112244,0.1724148400024288,False,False,False,False,False
10,6,4,0,2,0,1,14,309920,59434,2239419,670128,41744,94144,0,78771,86037,591,2,186534,0,0,0,31802,0,0.14,1511,-2422.0,0.19177207021166753,3.341777988682759,0.04751273504811018,0.9155479619233585,385.5712073039581,387.3645639242329,0.44340584636301833,False,True,False,False,True
16,9,1,0,0,1,1,15,345973,31434,3038526,1178862,25364,105273,1463,93676,103866,542,3,108111,0,0,0,8017,2,0.13,812,-3396.6666666666665,0.0908568009642371,2.577507799895153,0.10128476986403892,0.9018928234455934,245.59981124240338,30.199196804953978,0.24093547253331812,False,True,False,True,False
14,9,2,1,2,1,1,16,44941,5055,275153,83407,2167,9241,535,11115,10146,507,1,2690,0,1,0,1794,0,0.14,218,323.0,0.11248080817071271,3.298919754936636,0.12151616499442586,1.095505617977528,714.752712382969,449.91136969605617,0.23449843090574612,False,False,False,False,True
3,9,4,0,1,1,0,12,323513,60906,2865621,833986,16586,71585,0,81854,86191,596,8,667872,0,0,0,35274,0,0.17,2954,-1445.6666666666667,0.18826445923347748,3.436054082442631,0.08374440097522254,0.9496815212725227,576.3090435356625,82.80175616053953,0.23169658447998884,False,False,False,False,True
17,2,4,0,0,0,0,9,298440,29983,2951056,837126,27557,112386,1257,79219,94323,549,6,477888,0,1,0,6034,1,0.16,880,-5034.666666666667,0.10046575526068892,3.525223204153258,0.14584023864766324,0.8398693849856345,435.5485587316906,192.4013836177947,0.24519958001886355,False,False,False,True,False
19,7,4,0,0,1,1,8,57601,6046,145112,42385,5762,16496,0,16697,14679,508,7,682451,1,2,0,1619,0,0.11,890,672.6666666666666,0.10496345549556431,3.423664032086823,0.5497220506485485,1.1374753048572792,159.0343132089188,490.5167003457424,0.3492967992240543,False,False,False,False,True
14,0,2,0,0,1,1,10,53924,3561,161134,38140,5039,30027,0,12546,14125,504,2,193834,0,1,0,5751,1,0.12,320,-526.3333333333334,0.06603738595059713,4.224803356056634,0.055642496957050945,0.8882123893805309,261.92262846276213,436.4083448770163,0.16781563259732907,True,False,False,False,False
1,2,4,2,0,1,1,15,315076,77610,2743114,1099106,16054,67807,0,84435,75204,627,5,345750,0,0,0,14122,0,0.12,11227,3077.0,0.24632152242633523,2.4957683790280463,0.7950007081149979,1.1227461305249722,356.5922219408034,148.0488224092169,0.23676021649682186,False,False,True,True,False
9,2,5,2,0,1,0,6,1164465,119595,10545819,2390605,87839,504217,5442,334148,284736,651,6,420462,0,2,0,40176,0,0.18,21176,16470.666666666668,0.1027038167742268,4.411359885886627,0.5270808442851453,1.173536187907395,568.5201907001441,178.8633764587172,0.1742087236249472,False,False,False,False,False
11,5,1,2,0,0,1,16,51489,9057,450439,80888,6054,15320,577,11074,10851,512,6,595176,0,0,0,44470,0,0.15,3928,74.33333333333333,0.17590164889588067,5.568675205222036,0.08832921070384529,1.020551101280988,379.539836205264,778.4397446900489,0.3951697127937337,False,True,False,False,False
9,2,4,0,0,0,1,13,58507,16142,239572,37745,4302,17148,508,14884,12074,527,7,365519,0,0,1,32891,2,0.14,14006,936.6666666666666,0.2758986104226845,6.347118823685256,0.4258307743759691,1.2327314891502401,866.7978118022977,710.6266771693843,0.25087473757872636,False,False,True,True,True
9,4,2,0,0,1,1,14,338688,75849,3090385,1003089,52784,104793,0,85472,68609,599,8,28960,0,1,0,29256,2,0.14,4864,5621.0,0.22394947562358278,3.080868198135958,0.16625649439431228,1.2457840808057252,143.4943454178934,558.2871043053627,0.5036977660721613,True,False,False,False,False
6,7,3,3,0,0,0,14,256709,38872,2469700,863232,17958,25400,2800,68857,55865,560,1,80428,0,0,0,11639,1,0.2,3143,4330.666666666667,0.1514243754601514,2.860992178232503,0.27004038147607184,1.2325606372505147,914.836866770419,476.87729231109176,0.707007874015748,True,False,False,False,False
10,7,5,0,0,1,0,13,288631,67092,1955154,730468,43482,204988,809,70704,81450,598,3,194853,0,1,0,30523,0,0.12,7020,-3582.0,0.23244904393498966,2.6765772080364916,0.22999049896799134,0.8680662983425415,812.3164124065287,169.7145580410795,0.21211973383807833,True,False,False,False,False
2,5,4,0,2,1,0,8,956857,190951,9288401,3212823,127148,250853,1157,224049,193084,818,4,384532,1,0,0,33671,0,0.14,11392,10321.666666666666,0.1995606449030524,2.891040371660686,0.33833268985180126,1.160370615897744,125.3745668167493,216.77306874341738,0.5068625848604561,False,True,False,False,False
11,8,4,0,1,1,0,5,50757,14819,177929,64436,5661,14817,0,15077,13968,518,7,390159,0,1,0,37751,0,0.12,5726,369.6666666666667,0.2919597296924562,2.7613290707058167,0.1516781012423512,1.0793957617411225,639.9239444207623,200.39186494426875,0.3820611459809678,False,False,True,False,False
1,0,5,0,0,1,1,17,999559,63744,9408213,3141927,130628,735922,2181,245753,283735,606,1,61349,0,1,0,45208,1,0.11,45208,-12660.666666666666,0.06377212350646635,2.9944085269963305,1.0,0.8661356547482686,107.63563637966345,260.60469079906824,0.17750250705917203,False,False,False,False,True
11,8,2,0,0,1,0,3,40981,4654,195420,30487,4634,19116,133,9229,9619,508,2,120558,0,1,0,11787,0,0.13,3487,-130.0,0.11356482272272517,6.409945222553875,0.2958343938237041,0.9594552448279446,186.45432680810603,851.7592270694387,0.2424147311152961,False,True,False,False,False
10,5,2,3,0,1,1,11,46052,8187,131962,48455,3534,9924,0,12978,10989,512,1,57739,0,0,0,13302,0,0.12,1618,663.0,0.17777729523147745,2.7233928387163346,0.12163584423394978,1.180999180999181,486.62630194310043,493.5210003502535,0.3561064087061669,True,False,False,False,True
19,2,3,0,0,0,1,3,43108,2392,124566,21369,2820,3732,0,12332,10304,503,3,81651,0,0,0,14142,0,0.17,5574,676.0,0.05548854041013269,5.829285413449389,0.3941450997030123,1.1968167701863355,176.06236400806296,318.373615255204,0.7556270096463023,False,True,False,False,False
9,9,4,0,1,1,1,8,46187,9203,104761,13085,6151,18703,192,12942,10915,515,1,24848,0,0,1,19646,0,0.11,1412,675.6666666666666,0.19925520168012645,8.006190294230034,0.07187213682174488,1.185707741639945,287.39737425151037,304.2447928937526,0.3288777201518473,True,False,False,True,False
10,3,3,0,1,1,1,7,48993,12968,275941,45716,2578,9989,0,11124,9264,519,5,197220,0,0,0,19254,1,0.11,317,620.0,0.2646908742065193,6.035983025636539,0.01646411135348499,1.200777202072539,314.4562120435971,293.36629798231985,0.2580838922815097,False,False,False,False,False
16,2,4,2,0,1,1,14,879475,71886,6369299,2241542,135269,731854,0,177947,170611,618,3,127377,0,0,2,35766,0,0.15,12995,2445.3333333333335,0.08173740015350067,2.8414809983484584,0.3633338925236258,1.0429983998687071,599.0235596317209,384.60689040140153,0.18483058096286964,False,False,False,False,True
11,0,2,0,1,1,1,3,48543,13222,241619,106113,4483,12448,322,11769,11513,518,3,276003,0,0,0,32958,0,0.11,1135,85.33333333333333,0.2723770677543621,2.2769971634012798,0.034437769282116636,1.0222357335186312,866.3869196183648,454.4051496542185,0.36013817480719795,True,False,False,False,False
18,9,3,0,3,1,1,8,882382,160521,7746563,3730066,134777,242310,4112,250168,293947,712,5,383960,0,1,0,31374,1,0.11,2745,-14593.0,0.1819178088401622,2.076789794067987,0.08749282845668388,0.8510649879059831,210.6797421969462,621.6437853857896,0.5562172423754694,False,False,False,True,False
8,4,2,0,0,1,0,12,42026,4037,264761,47739,4763,16100,322,10105,8791,506,1,12940,0,1,0,41968,0,0.19,36372,438.0,0.09605958216342264,5.546010599300362,0.8666603126191383,1.149471049937436,128.79385598047034,964.8906192066902,0.2958385093167702,True,False,False,False,False
10,6,5,1,0,1,0,10,53358,5051,200829,42002,7667,38200,235,14887,15347,507,1,97809,0,0,0,44173,0,0.13,44173,-153.33333333333334,0.09466246860826867,4.781415170706157,1.0,0.9700267153189548,32.09959212258939,365.8985745564609,0.2007068062827225,False,False,False,False,True
14,9,4,3,1,1,1,9,260664,15864,2226872,420849,18786,69775,0,71464,63827,526,3,81132,0,0,0,15562,0,0.1,1271,2545.6666666666665,0.060859957646625544,5.291380043673621,0.08167330677290836,1.1196515581180377,977.6925227144424,819.8429976490952,0.26923683267646004,True,False,False,False,True
1,6,2,0,1,1,1,6,56879,6421,565102,210577,9254,19756,0,12323,13089,509,1,65109,0,1,0,39725,0,0.17,24828,-255.33333333333334,0.1128887638671566,2.68358842608642,0.6249968533668974,0.9414775765910306,897.1692519365857,651.8089695129718,0.4684146588378214,False,True,False,True,False
5,4,3,0,1,0,1,8,47715,8857,266150,131799,5208,6764,171,12216,12466,513,5,16700,0,0,1,26212,0,0.13,1524,-83.33333333333333,0.1856229697160222,2.019362817623806,0.05814130932397375,0.9799454516284293,682.3913092865878,545.7152547684462,0.7699586043761089,True,False,False,False,True
1,5,2,0,0,1,1,16,272837,63982,815814,382182,29256,75318,0,65310,71680,587,9,267336,0,0,0,36244,0,0.13,4017,-2123.3333333333335,0.23450631695847704,2.1346217247280093,0.11083213773314203,0.9111328125,590.4826591298305,500.1215689375993,0.3884330438938899,False,True,False,False,True
5,2,2,0,2,1,1,15,43731,5157,297768,43890,4982,21893,0,9351,9603,507,6,365580,0,0,0,21547,0,0.12,3097,-84.0,0.11792549907388351,6.7844155844155845,0.14373230612150184,0.9737582005623243,262.47197310403834,102.85759173470433,0.22756132097017312,False,True,False,True,False
15,0,4,1,2,1,1,16,51739,5791,266756,119772,2852,6335,210,10767,11928,507,8,323144,0,1,0,9016,0,0.19,2385,-387.0,0.11192717292564604,2.2271983435193534,0.2645297249334516,0.9026659959758552,518.6011549710553,262.0109301846043,0.45019731649565903,False,True,False,False,True
14,1,4,0,0,1,0,17,258961,27369,889407,415724,37446,76009,989,74784,69288,539,2,199474,0,1,0,15340,0,0.2,580,1832.0,0.10568772904028019,2.139417017059395,0.03780964797913951,1.0793210945618288,929.5136415201024,955.560379962392,0.4926521859253509,False,True,False,False,True
11,5,5,0,2,1,0,8,44107,2549,324842,65124,5882,24436,0,12312,10747,504,3,25671,0,1,0,18674,1,0.11,18674,521.6666666666666,0.05779128029564468,4.988053559363675,1.0,1.1456220340560157,594.728673457619,151.81261232157306,0.24071042723850058,False,False,False,False,False
6,7,2,3,0,1,0,12,59585,10601,295462,107840,6385,7094,0,13742,14884,514,2,191730,0,0,0,36323,1,0.11,5509,-380.6666666666667,0.17791390450616765,2.7398182492581604,0.15166698785893235,0.9232733136253696,693.8247120822953,700.1398928567015,0.9000563856780378,True,False,False,True,False
13,7,4,0,1,0,0,6,46540,4762,235657,99830,6086,15547,433,9526,8734,505,7,670103,0,2,0,33853,0,0.14,5341,264.0,0.10232058444348947,2.3605829910848444,0.15777036008625528,1.0906801007556675,580.4886462759357,944.3076778031475,0.39145815913037885,False,False,True,True,False
